SP ID,Work Experience/Designation,Education/Qualifications,Education/Specialization
575310.0,"['Yoga Teacher', 'Freelancer']",['Bachelor - Other'],['Investment Economic']
575291.0,['coordinates'],['Postgraduate'],['Finance']
575269.0,"['Medical Physician', 'Doctor & cofounder', 'COO']","['Postgraduate', 'Bachelor - Other']","['Functional Medicine', 'Naturopathy & Yoga']"
575257.0,"['Fundraiser', 'Public relations / marketing']",['NA'],['NA']
575241.0,['Sub inspector JEE'],['Bachelor - Other'],['Mech.eng']
575216.0,['Electrician'],['Diploma'],['Electrical engineering']
575198.0,['LTE Engineer'],['Master of Technology (M.Tech)'],['Mobile Communication']
575184.0,['NA'],['Undergraduate'],['Designing']
575133.0,['NA'],['Bachelor of Technology (B.Tech)'],['Computer Science']
575127.0,['Deckhand and machine operator'],['NA'],['NA']
575104.0,"['Database Administrator', 'DBA']",['Master of Business Administration (M.B.A.)'],['Finance & IT']
575087.0,['NA'],['Bachelor of Architecture (B.Arch)'],['NA']
575072.0,['NA'],['Bachelor of Education (B.Ed.)'],"['Maths, physics']"
575005.0,"['Teacher', 'DSM']",['Master of Arts (M.A.)'],['Marathi sahity']
574954.0,['Sr. Engineer(Projects and Proposals)'],['Bachelor of Engineering (B.E.)'],['Mechanical Engineering']
574935.0,['Finance Manager'],"['Master - Other', 'Postgraduate', 'Bachelor of Commerce (B.Com)']","['Chartered Finance', 'International Marketing', 'Accounts']"
574929.0,['founder'],['Master of Business Administration (M.B.A.)'],['executive mba gomp course']
574918.0,['NA'],['Undergraduate'],['Biology & Chemistry']
574916.0,['Hôtel'],['NA'],['NA']
574736.0,"['Service Engineer', 'Production Engineer']",['Bachelor of Engineering (B.E.)'],['Electrical']
574719.0,"['Adult mental health worker', 'Social work department', 'Front of House staff', 'Front desk receptionist', 'Adult mental health worker']","['Master of Social Work (M.S.W / M.O.S.S.)', 'Bachelor of Science (B.Sc)']","['NA', 'Zoology and Plant Science']"
574706.0,"['BDM', 'Key account manager', 'BDM']",['Diploma'],['NA']
574697.0,"['Site Engineer', 'Project Administrator/Civil Engineer']","['Master of Engineering (M.E.)', 'Bachelor of Engineering (B.E.)']","['Civil Engineering', 'Civil Engineering']"
574685.0,['NA'],['Undergraduate'],['No any']
574623.0,"['Senior Strategist', 'Graduate Consultant', 'Marketing Lead']","['Master - Other', 'Bachelor of Business Administration (B.B.A.)']","['Marketing & Communication', 'Marketing']"
574620.0,['Recovery agent'],['Bachelor of Engineering (B.E.)'],['Instrumentation engineering']
